period,item_id,display_order,level,unit,item,value
2023,NT_BS_OTHER_PAY,319,1,VNĐ,Phải trả phải nộp khác,98504177512.0
2023,NT_BS_TRADE_UNION_FEES,321,2,VNĐ,  - Kinh phí công đoàn,50446597624.0
2023,NT_BS_SOCIAL_INSURANCE,322,2,VNĐ,  - Bảo hiểm xã hội,0.0
2023,NT_BS_UNEMPLOYMENT_INSURANCE,324,2,VNĐ,  - Bảo hiểm thất nghiệp,0.0
2023,NT_BS_UNREALIZED_REVENUE,329,2,VNĐ,  - Doanh thu chưa thực hiện,0.0
2023,NT_BS_TAXES_PAYABLE,331,1,VNĐ,Các khoản phải trả về Thuế,133711886921.0
2023,NT_BS_VALUE_ADDED_TAX,332,2,VNĐ,  - Thuế GTGT,3682573403.0
2023,NT_BS_IMPORTEXPORT_TAX,334,2,VNĐ,  - Thuế XNK,0.0
2023,NT_BS_CORPORATE_INCOME_TAX,335,2,VNĐ,  - Thuế TNDN,125658570665.0
2023,NT_BS_PERSONAL_INCOME_TAX,336,2,VNĐ,  - Thuế TNCN,4287317593.0
2023,NT_BS_NATURAL_RESOURCES_TAX,337,2,VNĐ,  - Thuế Tài nguyên,0.0
2023,NT_BS_HOUSING_AND_LAND_TAX_AND_LAND_RENTAL,338,2,VNĐ,  - Thuế nhà đất và tiền thuê đất,0.0
